name,live,prerequisites,h_position,v_position,creation_date,seconds_per_fast_problem,pretty_display_name,short_display_name,topic,area
skip_counting_by_10s,TRUE,skip_counting_by_5s,1,-3,2015-01-05 04:30:11.36978 UTC,7,以10為一單位時數的快速算法,10為一單位快速算法,addition-subtraction,arithmetic
application_add_large_nums,TRUE,,13,5,2014-08-31 03:51:13.81121 UTC,21,大數的加減計算,大數的加減計算,addition-subtraction,arithmetic
gcd_and_lcm_word_problems,TRUE,"least_common_multiple,greatest_common_divisor",15,-9,2014-06-26 03:02:53.90153 UTC,13,最大公因數與最小公倍數的應用,gcd與lcm應用,factors-multiples,arithmetic
dividing_polynomials,TRUE,dividing_polynomials_1,49,-9,2014-05-07 05:57:34.86016 UTC,7,多項式的除法,多項式的除法,polynomials,algebra
multiplication_and_division_word_problems,TRUE,arithmetic_word_problems_2,9,-3,2015-01-05 04:35:11.53203 UTC,5,乘除法文字應用題,乘除法文字應用題,multiplication-division,arithmetic
understand_length_unit,TRUE,"metric_weight_unit_conversion,understanding_km",19,8,2014-08-31 05:43:21.27679 UTC,6,能認識長度單位公里及其他長度單位的關係,認識公里及其他長度單位,decimals,arithmetic
seq-understaning-arithmetic-sequence-1,FALSE,,-10,-19,2015-01-26 12:39:21.63026 UTC,0,認識等差數列1,New Ex,N/A,N/A
difference_between_solid_and_plane_graphics,TRUE,,1,-8,2015-02-10 11:39:16.23907 UTC,4,區別立體圖形與平面圖形,區別立體圖形與平面圖形,basic-geometry,geometry
ordering_negative_numbers,TRUE,"number_line_3,negative_nums_on_num_line_without_reference_to_zero",17,12,2012-10-11 17:54:16.74366 UTC,6,負數大小排序,負數大小,absolute-value,algebra
multiplying_expressions_0.5,TRUE,adding_and_subtracting_polynomials,46,-7,2012-10-11 17:54:58.21436 UTC,6,式子的乘法 0.5,式子的乘法0.5,polynomials,algebra
reading_bar_charts_2,TRUE,reading_bar_charts_1,18,-24,2012-10-11 17:55:58.07544 UTC,9,長條圖 2,長條圖2,statistics,probability-statistics
graphing_systems_of_inequalities,TRUE,"graphing_systems_of_equations,graphing_inequalities_2",48,8,2012-10-11 17:55:10.00255 UTC,39,畫聯立不等式,畫聯立不等式,systems-of-eq-and-ineq,algebra
quadrilateral_angles,TRUE,quadrilateral_types,34,-14,2012-10-11 17:55:28.00918 UTC,5,四邊形的角,四邊形的角,quadrilaterals-and-polygons,geometry
z_scores_3,TRUE,z_scores_2,23,-22,2012-10-11 17:56:01.1692 UTC,38,標準分數 3,標準分數3,statistics,probability-statistics
telling_time_0.5,TRUE,,4,11,2012-10-11 17:54:11.70678 UTC,6,幾點幾分,幾點幾分,telling-time,arithmetic
representing_numbers,TRUE,"comparison_between_numbers_within_ten,number_within_fifty",-2,1,2012-10-11 17:54:19.27694 UTC,6,數一數,數一數,addition-subtraction,arithmetic
divisibility_tests,TRUE,divisibility_intuition,11,-10,2012-10-11 17:54:28.74333 UTC,5,整除性檢定,整除性檢定,factors-multiples,arithmetic
point_slope_form,TRUE,line_graph_intuition,39,8,2012-10-11 17:54:49.97377 UTC,16,點斜式,點斜式,linear-equations-and-inequalitie,algebra
systems_of_equations_word_problems,TRUE,systems_of_equations,50,11,2012-10-11 17:55:07.45914 UTC,60,聯立方程式應用題,聯立方程式應用題,systems-of-eq-and-ineq,algebra
chain_rule_1,TRUE,"power_rule,special_derivatives",60,-27,2012-10-11 17:56:01.42907 UTC,7,連鎖法則 1,連鎖法則1,calculus,calculus
fractions_cut_and_copy_1,TRUE,dividing_fractions,25,-12,2012-10-11 17:54:35.27477 UTC,9,分數剪裁複製 1,剪貼分數1,fractions,arithmetic
graphing_parabolas_2,TRUE,"graphing_parabolas_1,vertex_of_a_parabola",55,-1,2012-10-11 17:54:59.83574 UTC,35,畫拋物線 2,畫拋物線2,quadtratics,algebra
factoring_polynomials_1,TRUE,"multiplying_expressions_1,multiplying_polynomials",48,-6,2012-10-11 17:55:02.69486 UTC,15,多項式因式分解 1,多項式因式分解1,polynomials,algebra
graphs_of_sine_and_cosine,TRUE,trigonometry_2,52,-24,2012-10-11 17:55:50.38343 UTC,7,Sin Cos 圖,Sin Cos 圖,trigonometry,analytic-geometry
new_definitions_1,TRUE,linear_equations_3,34,3,2012-10-11 17:55:18.32905 UTC,8,定義運算子 1,定義運算子1,algebra-functions,algebra
area_1,TRUE,order_of_operations,18,-17,2012-10-11 17:55:32.50181 UTC,5,面積 1,面積1,basic-geometry,geometry
solving_similar_triangles_1,TRUE,similar_triangles_2,39,-33,2012-10-11 17:55:45.5321 UTC,8,解出相似三角形,解相似三角形1,similar-triangle,geometry
dependent_probability,TRUE,independent_probability,30,0,2012-10-11 17:55:53.67311 UTC,31.5,相依事件機率,相依機率,probability,probability-statistics
limits_2,TRUE,limits_1,56,-25,2012-10-11 17:56:04.61591 UTC,5,極限 2,極限2,calculus,calculus
addition_2,TRUE,"number_line,addition_1,count_number_to_100,understand_coins,number_line_4,adding_and_subtracting_within_20",3,4,2012-10-11 17:54:15.27519 UTC,5,二位數的加法(未進位),二位數加法未進位,addition-subtraction,arithmetic
subtraction_1,TRUE,addition_1,2,6,2012-10-11 17:54:15.79994 UTC,4,一位數的減法,減法1,addition-subtraction,arithmetic
identifying_points_1,TRUE,graphing_points,35,9,2012-10-11 17:55:22.2548 UTC,12,辨識座標 1,辨識座標 1,linear-equations-and-inequalitie,algebra
same_side_interior_angles_2,TRUE,"parallel_lines_1,congruent_angles",32,-25,2012-10-11 17:55:42.16869 UTC,14,同側內角 2,同側內角2,parallel-and-perpendicular-lines,geometry
trigonometry_1.5,TRUE,trigonometry_1,50,-25,2012-10-11 17:55:51.68989 UTC,8,三角函數 1.5,三角函數1.5,trigonometry,analytic-geometry
exploring_standard_deviation_1,TRUE,variance,20,-21,2012-10-11 17:55:55.28976 UTC,10,探索標準差 1,標準差1,statistics,probability-statistics
special_derivatives,TRUE,derivatives_1,59,-24,2012-10-11 17:56:02.19773 UTC,5,函數之微分,函數之微分,calculus,calculus
writing_proportions,TRUE,,29,-7,2012-10-11 17:54:13.25247 UTC,7,寫比例,寫比例,rates-and-ratios,arithmetic
order_of_operations,TRUE,"properties_of_numbers_2,number_properties_terminology_1,distributive_property,notation_calculation_type",15,-4,2012-10-11 17:54:23.96089 UTC,7,四則運算,四則運算,order-of-operations,arithmetic
graphing_systems_of_inequalities_2,TRUE,graphing_systems_of_inequalities,49,8,2012-10-11 17:55:09.43971 UTC,39,畫聯立不等式 2,畫聯立不等式 2,systems-of-eq-and-ineq,algebra
graphing_points_2,TRUE,graphing_points,35,8,2012-10-11 17:55:18.61279 UTC,7,點的繪製 2,點的繪製2,linear-equations-and-inequalitie,algebra
triangles_congruent_nature_aas,TRUE,congruent_triangles_2,36,-24,2014-07-24 02:31:06.49942 UTC,11,AAS全等性質,AAS全等性質,congruent-triangles,geometry
triangle_length_of_side,TRUE,large_angle_long_edge,32,-16,2014-08-31 07:13:33.1889 UTC,7,三角形的邊長關係,三角形的邊長關係,triangle-properties,geometry
solving_linear_equations,TRUE,linear_equations_3,31,8,2014-06-09 09:45:19.18421 UTC,40,解一元一次方程式,解一元一次方程式,solving-linear-equations-and-inequalities,algebra
visualizing_equivalent_fraction,TRUE,,18,-7,2015-01-21 04:02:26.55336 UTC,6,看圖辨別兩個相等的分數,看圖辨別兩個相等的分數,fractions,arithmetic
basic_concept_of_similar_shapes,TRUE,similar_triangles_2,39,-34,2014-07-15 03:16:16.62497 UTC,23,相似形的基本概念,相似形的基本概念,similar-triangle,geometry
comparing_lengths,TRUE,measuring_lengths_2,24,-16,2015-01-21 03:25:03.04831 UTC,10,長度的比較,長度的比較,basic-geometry,geometry
rates_and_ratios,TRUE,proportions_2,31,-9,2014-08-31 05:16:23.54209 UTC,21,運用相等的比解應用問題,運用相等的比解應用問題,rates-and-ratios,arithmetic
repeated_addition,TRUE,count_number_to_100,1,3,2015-01-12 07:16:40.7284 UTC,8,連續加法,連續加法,addition-subtraction,arithmetic
halves_and_fourths,TRUE,,15,-3,2014-12-29 15:40:59.57129 UTC,5,兩等份與四等份,兩等份與四等份,fractions,arithmetic
volume_unit_conversion,TRUE,understanding_moving_the_decimal,36,-13,2014-02-06 04:27:40.79867 UTC,7,容積與容量的換算,容積與容量的換算,area-perimeter-and-volume,geometry
denominator_comparison,TRUE,equivalent_fractions_2,21,-7,2014-08-31 06:23:59.07174 UTC,6,能用通分做簡單易分母的比較,通分做簡單易分母比較,fractions,arithmetic
seq-understaning-arithmetic-sequence-2,FALSE,,-10,-18,2015-01-26 12:40:33.28596 UTC,0,seq-understaning-arithmetic-sequence-2,New Ex,N/A,N/A
time_word_problem_3,TRUE,time_word_problem_1,8,9,2013-11-29 09:42:02.77413 UTC,8,時間應用題 3,時間應用題3,telling-time,arithmetic
number_line_0.7_new,TRUE,number_line_0.5,4,0,2015-01-19 10:31:18.76114 UTC,5,數線上的加減0.7,數線上的加減0.7,absolute-value,algebra
multiply_by_tens,TRUE,multiplication_1,4,-5,2014-12-29 15:45:17.93029 UTC,5,乘以10,乘以10,multiplication-division,arithmetic
time_word_problem_1,TRUE,"telling_time_2,arithmetic_word_problems_1",7,9,2013-11-29 09:40:51.97934 UTC,8,時間應用題 1,時間應用題1,telling-time,arithmetic
special_triangle_and_quadrilateral_concept,TRUE,concepts_related_to_diamond,36,-11,2014-08-31 17:24:09.04213 UTC,5,特殊三角形與四邊形的性質,特殊三角形與四邊形性質,quadrilaterals-and-polygons,geometry
metric_area_unit_comparison,TRUE,metric_area_unit_conversion,17,7,2013-12-24 07:34:17.91024 UTC,5,公制面積大單位比較,公制面積大單位比較,unit-conversion,arithmetic
simplify_expressions_w_two_var_1,TRUE,combining_like_terms_with_two_variables,30,6,2014-06-26 04:18:23.61209 UTC,12,二元一次式化簡問題(1)-同類項合併,同類項合併,solving-linear-equations-and-inequalities,algebra
transportation_bctest_cap,TRUE,,-4,-5,2015-01-19 06:50:42.93759 UTC,5,運輸基測題,運輸基測題,biology,biology
perimeter_of_combined_shapes,TRUE,"order_of_operations,understanding_square_rectangular",18,-19,2013-11-15 10:09:24.05658 UTC,7,合併圖形的周長,合併圖形的周長,basic-geometry,geometry
adding_subtracting_carry_3,TRUE,,5,6,2014-08-31 03:49:52.90407 UTC,13,能熟練三位數二次進位加法直式計算,三位數二次進位加法直式,addition-subtraction,arithmetic
understanding_km,TRUE,metric_weight_unit_conversion,18,9,2014-09-03 09:22:17.74847 UTC,20,認識公里,認識公里,decimals,arithmetic
subtract_of_positive_negative_fraction,TRUE,adding_and_subtracting_fractions,24,-3,2014-08-31 06:39:49.01302 UTC,9,正負分數的減法,正負分數的減法,fractions,arithmetic
complex_number_polar_form_intuition_new,TRUE,,49,-13,2015-01-21 03:52:31.73999 UTC,9,複數平面與極坐標的直覺,複數平面與極坐標的直覺,complex-numbers,algebra
triangles_congruent_nature_asa,TRUE,congruent_triangles_2,37,-23,2014-08-01 08:55:46.62336 UTC,8,ASA全等性質,ASA全等性質,congruent-triangles,geometry
ratio,TRUE,"writing_proportions,writing_proportions",30,-7,2014-09-04 05:19:54.05148 UTC,7,比例式,比例式,rates-and-ratios,arithmetic
comparing_decimals_2,TRUE,comparing_decimals_1,10,5,2015-01-19 10:16:33.44158 UTC,4,小數大小的比較2,小數大小的比較2,decimals,arithmetic
quadratic_function_maximum_and_minimum,TRUE,quadratic_function_graphing,34,-4,2014-08-31 17:10:18.0007 UTC,4,二次函數的極值,二次函數的極值,algebra-functions,algebra
triangles_congruent_nature_sss,TRUE,congruent_triangles_2,35,-24,2014-07-24 02:17:10.29789 UTC,17.75,SSS全等性質,SSS全等性質,congruent-triangles,geometry
application_of_gcd_and_lcm_1,TRUE,least_common_multiple,15,-14,2015-01-21 04:06:54.80432 UTC,9,最大公因數與最小公倍數應用題,最大公因最小公倍數應用,factors-multiples,arithmetic
volume_and_cc,TRUE,areas_of_rhombi,40,-17,2014-09-03 10:20:34.76228 UTC,12,體積與立方公分,體積與立方公分,area-perimeter-and-volume,geometry
comparing_size,TRUE,measuring_lengths_with_different_units,21,-16,2015-01-19 10:03:01.19892 UTC,4,圖形比大小,圖形比大小,basic-geometry,geometry
chickens_and_rabbits_questions,TRUE,order_of_operations,16,-2,2014-07-26 11:26:31.76566 UTC,18,雞兔問題,雞兔問題,order-of-operations,arithmetic
number_within_fifty,TRUE,count_number_to_20_2,-2,3,2014-09-03 09:39:14.67939 UTC,6,認識50以內的數,認識50以內的數,addition-subtraction,arithmetic
recognizing_shapes,TRUE,,20,-15,2014-12-29 15:42:31.5678 UTC,5,認識圖形,認識圖形,basic-geometry,geometry
triangles_congruent_nature_rhs,TRUE,congruent_triangles_2,35,-23,2014-07-24 02:30:23.44699 UTC,30.25,RHS全等性質,RHS全等性質,congruent-triangles,geometry
reproduction_bctest_cap,TRUE,,-6,-7,2015-02-16 14:16:03.00162 UTC,5,生殖基測題,生殖基測題,biology,biology
represent_by_symbol_subtrahend,TRUE,represent_by_symbol_addend,23,9,2014-08-31 06:53:55.65251 UTC,13,用符號代表數-解決減數或被減數未知的問題,解決減數被減數未知問題,solving-linear-equations-and-inequalities,algebra
recognizing_factoring,TRUE,multiplying_expressions_1,46,-8,2014-09-04 05:10:35.84185 UTC,9,判斷因式,判斷因式,polynomials,algebra
solving_problems_with_line_plots_1,TRUE,solving_problems_with_picture_graphs_1,16,-22,2015-01-21 03:54:46.93047 UTC,6,解答線性圖表問題,解答線性圖表問題,complex-numbers,algebra
scientific_notation_decimals,TRUE,scientific_notation,23,1,2014-05-07 06:05:52.12181 UTC,9,用科學記號表示小於1的正數,用科學記號表示小數字,exponents-radicals,algebra
fraction_word_problems_1,TRUE,"adding_fractions_with_common_denominators,subtracting_fractions_with_common_denominators",21,-4,2012-10-11 17:54:34.02308 UTC,10,分數應用題 1,分數應用題1,fractions,arithmetic
adding_fractions_with_common_denominators,TRUE,"order_of_operations,recognizing_fractions_0.5",20,-5,2012-10-11 17:54:36.12453 UTC,5,分數加法 相同分母,#NAME?,fractions,arithmetic
domain_of_a_function,TRUE,"functions_2,domain_and_range_0.5",36,-1,2012-10-11 17:55:19.82449 UTC,6,函數的定義域,函數的定義域,algebra-functions,algebra
functions_1,TRUE,linear_equations_3,33,-1,2012-10-11 17:55:21.05863 UTC,5,函數 1,函數1,algebra-functions,algebra
distributive_property,TRUE,multiplying_and_dividing_negative_numbers,14,-3,2012-10-11 17:54:24.15885 UTC,6,分配律,分配律,order-of-operations,arithmetic
comparing_objects,FALSE,,-11,-18,2012-10-11 17:55:31.72144 UTC,4,,Comp Objcts,basic-geometry,geometry
vertical_angles,TRUE,"complementary_and_supplementary_angles,exploring_angle_pairs_1",28,-20,2012-10-11 17:55:39.39357 UTC,4,對頂角,對頂角,segments-and-angles,analytic-geometry
unit_circle,TRUE,radians_and_degrees,48,-26,2012-10-11 17:55:52.36212 UTC,12,單位圓,單位圓,trigonometry,analytic-geometry
multiplication_1.5,TRUE,"multiplication_1,comparing_with_multiplication",6,-5,2012-10-11 17:54:23.25639 UTC,5,三位數乘以一位數,乘法 1.5,multiplication-division,arithmetic
dividing_fractions_word_problems,TRUE,"dividing_fractions_0.5,fractional_division_life_problem",24,-13,2012-10-11 17:54:32.08877 UTC,9,分數除法應用題,除分數應用,fractions,arithmetic
plugging_in_values,TRUE,line_graph_intuition,39,9,2012-10-11 17:54:49.57511 UTC,11,代入數值,代入數值,linear-equations-and-inequalitie,algebra
solving_quadratics_by_taking_the_square_root,TRUE,factoring_polynomials_1,50,-1,2012-10-11 17:55:01.92819 UTC,10,用取平方根法解二次方程,平方根解二次式,quadtratics,algebra
lcm_word_problems,TRUE,least_common_multiple,15,-11,2014-06-26 03:51:10.18881 UTC,7,最小公倍數的生活應用問題,最小公倍數的生活應用,factors-multiples,arithmetic
recording_life_problem_by_expressions,TRUE,age_word_problems,32,10,2014-09-18 04:57:44.86267 UTC,6,以符號算式紀錄生活問題1,符號算式紀錄生活問題1,solving-linear-equations-and-inequalities,algebra
writing_fractions_1,TRUE,"order_of_operations,halves_and_fourths,filling_rectangles_with_same-sized_squares",17,-3,2013-12-20 03:56:14.89839 UTC,5,用分數表示數量,用分數表示數量,fractions,arithmetic
fraction_and_per_swap_divide,FALSE,,0,-6,2015-02-17 00:37:30.3836 UTC,0,分數與百分率互換（可整除）,分數百分率互換可整除,N/A,N/A
l_ml_time_div,TRUE,l_ml_word_problem,18,8,2014-05-21 04:40:02.83342 UTC,7,公升與毫升的乘除問題,公升與毫升的乘除問題,unit-conversion,arithmetic
naming_shapes,TRUE,recognizing_shapes,21,-15,2015-01-21 03:55:29.19289 UTC,4,圖形的命名,圖形的命名,basic-geometry,geometry
simple_hologram_surface_area,TRUE,solid_geometry,41,-18,2014-08-31 16:16:02.88659 UTC,5,立體圖形的表面積與側面積,立體圖形的表面積側面積,area-perimeter-and-volume,geometry
coordination_bctest_cap,TRUE,,-7,-7,2014-12-29 03:46:10.62055 UTC,5,協調作用基測題,協調-總,biology,biology
date_and_weekday,TRUE,time_terminology,5,8,2014-09-04 05:29:13.52933 UTC,7,報讀日期與星期,報讀日期與星期,telling-time,arithmetic
exponent_rules,TRUE,exponents_2,20,7,2012-10-11 17:55:12.86549 UTC,5,指數法則,指數法則,exponents-radicals,algebra
points_lines_and_planes,TRUE,recognizing_rays_lines_and_line_segments,25,-23,2012-10-11 17:55:31.50653 UTC,6,點、線與面,點線面,segments-and-angles,analytic-geometry
multiplying_fractions_word_problems,TRUE,multiplying_fractions,24,-11,2012-10-11 17:54:33.57592 UTC,7,分數乘法應用題,分數乘法應用題,fractions,arithmetic
expressing_ratios_as_fractions,TRUE,simplifying_fractions,26,-10,2012-10-11 17:54:13.47748 UTC,6,比與比值,比與比值,rates-and-ratios,arithmetic
properties_of_numbers_1,TRUE,multiplying_and_dividing_negative_numbers,13,-5,2012-10-11 17:54:25.4478 UTC,5,數字概念 1,數字概念1,order-of-operations,arithmetic
dividing_decimals_1,TRUE,"dividing_decimals_0.5,division_4,dividing_decimals_int_to_int_0.7",15,-1,2012-10-11 17:54:41.56445 UTC,13,小數的除法 1,除小數1,decimals,arithmetic
markup_and_commission_word_problems,TRUE,"converting_decimals_to_percents,converting_percents_to_decimals",29,-2,2012-10-11 17:54:46.90846 UTC,18,利潤與佣金應用題,利潤應用,ratio-percentage,arithmetic
comparing_absolute_values,TRUE,absolute_value,20,12,2012-10-11 17:55:11.54465 UTC,4,絕對值的比較,比絕對值,absolute-value,algebra
standard_deviation,TRUE,variance,20,-22,2012-10-11 17:55:55.02456 UTC,30,標準差,標準差,statistics,probability-statistics
equivalent_fractions,TRUE,"order_of_operations,recognizing_fractions_0.5,visualizing_equivalent_fraction",19,-6,2012-10-11 17:54:38.03429 UTC,5,等值分數,等值分數,fractions,arithmetic
completing_the_square_1,TRUE,"solving_quadratics_by_taking_the_square_root,solving_quadratics_by_factoring,completing_the_square_2_new",53,-1,2012-10-11 17:55:01.34672 UTC,9,配方法 1,配方法1,quadtratics,algebra
trigonometry_0.5,TRUE,"pythagorean_theorem_1,radians_and_degrees",48,-24,2012-10-11 17:55:51.89668 UTC,9,三角函數 0.5,三角函數0.5,trigonometry,analytic-geometry
solving_quadratics_by_factoring_2,TRUE,solving_quadratics_by_factoring,51,-2,2012-10-11 17:55:02.21158 UTC,14,因式分解法 2,因式分解法2,quadtratics,algebra
scientific_notation,TRUE,scientific_notation_intuition,22,2,2012-10-11 17:55:12.66172 UTC,10,科學記號,科學記號,exponents-radicals,algebra
complementary_angles,TRUE,angle_types,26,-19,2012-10-11 17:55:40.70163 UTC,5,餘角,餘角,segments-and-angles,analytic-geometry
square_roots,TRUE,exponents_2,20,5,2012-10-11 17:55:16.79659 UTC,4,平方根,平方根,exponents-radicals,algebra
parabola_intuition_2,TRUE,parabola_intuition_1,48,2,2012-10-11 17:55:23.22509 UTC,30,?物線直覺 2,?物線直覺2,conic-sections,algebra
congruent_segments,TRUE,recognizing_rays_lines_and_line_segments,25,-21,2012-10-11 17:55:29.20541 UTC,4,全等線段,全等線段,segments-and-angles,analytic-geometry
midpoint_of_a_segment,TRUE,"measuring_segments,congruent_segments",26,-21,2012-10-11 17:55:29.78359 UTC,14,線段的中點,線段中點,segments-and-angles,analytic-geometry
areas_of_circles_and_sectors,TRUE,area_of_parallelograms,37,-21,2012-10-11 17:55:33.88663 UTC,35,圓形與扇形的面積,扇形面積,area-perimeter-and-volume,geometry
alternate_interior_angles,TRUE,segment_addition,30,-28,2012-10-11 17:55:38.68173 UTC,4,內錯角,內錯角,parallel-and-perpendicular-lines,geometry
degrees_to_radians,TRUE,congruent_triangles_2,46,-24,2012-10-11 17:55:53.07734 UTC,8,角度轉換成弧度,角度 -> 弧度,trigonometry,analytic-geometry
reading_bar_charts_1,TRUE,"reading_tables_2,statistical_table_and_chart",16,-24,2012-10-11 17:55:55.6634 UTC,5,長條圖 1,長條圖1,statistics,probability-statistics
adding_vectors,TRUE,linear_equations_1,31,19,2012-10-11 17:56:05.86291 UTC,6,向量相加,#NAME?,vectors-matrix,algebra
telling_time_2,TRUE,telling_time,6,11,2012-10-11 17:54:11.50089 UTC,6,調整時鐘的指針,調整時針,telling-time,arithmetic
comparing_fractions_1,TRUE,simplifying_fractions,22,-14,2012-10-11 17:54:37.7826 UTC,4,分數的比較 1,比較分數1,fractions,arithmetic
measuring_angles,TRUE,recognizing_rays_lines_and_line_segments,25,-20,2012-10-11 17:55:40.98073 UTC,13,角度的測量,量角度,segments-and-angles,analytic-geometry
congruent_triangles_2,TRUE,"congruent_triangles_1,congruency_postulates",36,-25,2012-10-11 17:55:43.83303 UTC,6,全等三角形 2,全等三角形2,congruent-triangles,geometry
measuring_segments,TRUE,"recognizing_rays_lines_and_line_segments,length_word_problem",26,-22,2012-10-11 17:55:28.93486 UTC,5,測量線段,測量線段,segments-and-angles,analytic-geometry
axis_of_symmetry,TRUE,similar_triangles_1,43,-30,2012-10-11 17:55:28.42599 UTC,4,對稱軸,對稱軸,transformations,geometry
average_word_problems,TRUE,mean_median_and_mode,19,-23,2012-10-11 17:55:59.01855 UTC,19,平均值的應用題,平均應用,statistics,probability-statistics
division_3,TRUE,"multiplication_2,division_2",10,-7,2012-10-11 17:54:20.05195 UTC,11,有餘數的除法2,除法 3,multiplication-division,arithmetic
radius_angle,TRUE,circles_and_arcs,41,-21,2014-08-01 08:57:56.20453 UTC,6,圓心角,圓心角,circle-properties,geometry
meters_and_centimeters_conversion,TRUE,,0,-8,2015-02-10 11:33:36.2659 UTC,5,公尺與公分的換算,公尺與公分的換算,unit-conversion,arithmetic
meters_and_centimeters,TRUE,millimeter_and_centimeter,14,8,2014-09-03 09:13:37.98015 UTC,5,公分和公尺,公分和公尺,decimals,arithmetic
skip_counting_by_100s,TRUE,count_number_to_100,1,0,2015-01-21 03:56:15.49489 UTC,6,以100為一單位時數的快速算法,100為單位數快速算法,addition-subtraction,arithmetic
matrix_row_echelon,TRUE,matrix_transpose,52,18,2014-05-21 04:44:17.49237 UTC,5,列梯形與最簡列梯形矩陣,列梯形與最簡列梯形矩陣,vectors-matrix,algebra
scale_see_compare_see,TRUE,,0,-9,2015-02-10 11:38:29.4676 UTC,5,秤秤看、比比看,秤秤看、比比看,unit-conversion,arithmetic
understand_circle,TRUE,parts_of_circles,21,-20,2014-09-04 07:01:12.73948 UTC,6,"圓規畫圓認識圓心,圓周,半徑,直徑",圓規畫圓認識圓,basic-geometry,geometry
matrix_triangular_and_symmetric,TRUE,matrix_row_operation,51,17,2014-05-21 04:50:50.90442 UTC,5,三角矩陣與對稱矩陣,三角矩陣與對稱矩陣,vectors-matrix,algebra
factorization_by_add_sub_square,TRUE,factoring_difference_of_squares_3,51,-7,2014-06-26 02:58:41.60295 UTC,5,運用和平方公式與差平方公式做因式分解,平方公式與差平方公式,polynomials,algebra
cc_and_cubic_meter_conversion,FALSE,,1,-7,2015-02-17 00:45:38.25303 UTC,0,立方公分與立方公尺換算,立方公分與立方公尺換算,N/A,N/A
ratio_discount,TRUE,ratio_money,31,-8,2014-04-02 06:50:25.68355 UTC,14,比例-折扣,比例-折扣,rates-and-ratios,arithmetic
nutrition_bctest_cap,TRUE,,-5,-5,2015-01-19 06:48:04.04295 UTC,5,營養基測題,營養基測題,biology,biology
measuring_lengths_with_different_units,TRUE,,20,-16,2015-01-29 09:40:17.69133 UTC,12,不同單位的測量,不同單位的測量,basic-geometry,geometry
concepts_related_to_kite,TRUE,quadrilateral_angles,35,-14,2014-07-08 07:09:16.94206 UTC,18,與箏形相關的概念,與箏形相關的概念,quadrilaterals-and-polygons,geometry
multiplication_and_division_order,TRUE,"arithmetic_word_problems,multiplying_and_dividing",9,0,2014-08-31 07:10:31.72373 UTC,20,理解先乘再除與先除再乘的結果,先乘再除與先除再乘結果,multiplication-division,arithmetic
concepts_related_to_parallelogram,TRUE,quadrilateral_angles,36,-14,2014-09-04 07:10:14.4217 UTC,12,與平行四邊形相關的概念,平行四邊形相關概念,quadrilaterals-and-polygons,geometry
one_more_one_less,TRUE,"subtraction_1,addition_2",3,5,2014-08-01 09:15:32.84519 UTC,4,多一個、少一個,多一個、少一個,addition-subtraction,arithmetic
represent_by_symbol_addend,TRUE,,22,8,2014-08-31 06:48:37.22821 UTC,9,用符號代表數-解決被加數或加數未知的問題,解決被加數加數未知問題,solving-linear-equations-and-inequalities,algebra
time_word_problem_4,TRUE,time_word_problem_2,8,10,2013-11-29 09:42:39.08153 UTC,9,時間應用題 4,時間應用題4,telling-time,arithmetic
fraction_of_one_step_to_unknow_formula,TRUE,fraction_word_problems_1,22,-2,2014-09-03 09:50:48.16438 UTC,9,分數情境問題列式求解,分數情境問題列式求解,fractions,arithmetic
graphs_of_linear_equations,TRUE,interpreting_linear_equations,37,8,2014-06-26 03:04:56.57354 UTC,13,一次函數的方程式及圖形,一次函數的方程式及圖形,linear-equations-and-inequalitie,algebra
matrix_add_sub_3,TRUE,matrix_add_sub_2,50,16,2014-04-09 04:45:09.95211 UTC,14,三個矩陣的加減,三個矩陣的加減,vectors-matrix,algebra
triangle_angles_sum,TRUE,triangle_types,31,-19,2014-04-07 09:40:52.40242 UTC,8,三角形的內角和,三角形的內角和,triangle-properties,geometry
filling_rectangles_with_same-sized_squares,TRUE,equal_parts_of_circles_and_rectangles,18,-1,2015-01-19 10:09:51.67198 UTC,5,拼拼看,拼拼看,fractions,arithmetic
unit_conversion_rate,TRUE,speed_applying,32,-10,2014-08-31 05:17:15.71633 UTC,12,速率的單位換算(文字題),速率的單位換算文字題,rates-and-ratios,arithmetic
cell_bctest_cap,TRUE,,-6,-5,2015-01-19 04:02:16.82033 UTC,5,細胞基測題,細胞基測題,biology,biology
advanced_fraction,TRUE,fractions_word_problem,26,-11,2014-06-27 07:14:13.22421 UTC,27,分數除法的應用題(進階),分數除法的應用題進階,fractions,arithmetic
addition_within_20,TRUE,,1,1,2014-12-29 15:43:39.94616 UTC,4,20以內的加法,20以內的加法,addition-subtraction,arithmetic
surface_area_of_rectangular_boxes,TRUE,area_of_squares_and_rectangles,36,-18,2014-02-14 08:02:41.86199 UTC,18,方塊的表面積,方塊的表面積,area-perimeter-and-volume,geometry
g_and_kg_word_problems,FALSE,,1,-6,2015-02-17 00:33:22.13175 UTC,0,公克與公斤的文字應用題,公克與公斤的文字應用題,N/A,N/A
area_unit_cm_square,TRUE,area_1,19,-15,2014-09-03 10:16:48.64214 UTC,23,面積單位平方公分實測計算,面積單位平方公分計算,area-perimeter-and-volume,geometry
vertical_concepts,TRUE,points_lines_and_planes,26,-24,2014-08-31 16:03:17.92598 UTC,6,認識垂直及相關概念,認識垂直及相關概念,parallel-and-perpendicular-lines,geometry
